"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"1323","MEFLOSIN 500MG","","TABLETLET","ORAL","BIASA","0","16","13.86","11","13.86","0:00","0:00"
"1324","CORMEGA TABLET","","TABLETLET","ORAL","BIASA","0","16","11","11","11","0:00","0:00"
"1325","DEPRAM 10MG","3/30/2026","TABLETLET","ORAL","BIASA","13.32","20","0","20","12.21","0:00","91:00:00"
"1326","NEW DIATABLETS PER PC","8/30/2026","TABLETLET","ORAL","BIASA","656","16","0","11","9.5","0:00","100:00:00"
"1327","VOSTRIN KAPSULUL","","TABLETLET","ORAL","BIASA","0","16","4.125","11","4.125","0:00","0:00"
"1328","VELLEPSY SYR 120ML","6/30/2025","TABLETLET","ORAL","BIASA","83.25","16","0","11","83.25","0:00","4:00"
"1329","VIAGRA 50MG","","TABLETLET","ORAL","BIASA","0","16","137.5","11","137.5","0:00","0:00"
"1330","VOSTRIN DRY SYR","","TABLETLET","ORAL","BIASA","0","16","41.25","11","41.25","0:00","0:00"
"1331","DIFLOXIN 500MG","","TABLETLET","ORAL","BIASA","0","16","36.3","11","36.3","0:00","0:00"
"1332","NEUROAID II","1/30/2026","KAPSULUL","ORAL","BIASA","61.605","16","0","11","53.521","0:00","120:00:00"
"1333","VIFERON TABLET","","TABLETLET","ORAL","BIASA","0","16","800","11","800","0:00","0:00"
"1334","PESARIUM NO 6","","TABLETLET","ORAL","BIASA","0","16","88","11","88","0:00","0:00"
"1335","XEPATHRITIS 50MG TABLET","","TABLETLET","ORAL","BIASA","0","16","1.65","11","1.65","0:00","0:00"
"1336","VCONFI 60ML","","BOTOL/DROP","LUAR","BIASA","0","16","27.5","11","27.5","0:00","0:00"
"1337","ALERE TESTPACK","","STRIP","LUAR","BIASA","0","16","40","11","40","0:00","0:00"
"1338","TIOXAD","","TABLETLET","ORAL","BIASA","0","16","5.5","11","5.5","0:00","0:00"
"1339","SIFROL TABLET 0.125MG","","TABLETLET","ORAL","BIASA","0","16","9.896","11","9.896","0:00","0:00"
"1340","CALADINE SABUN 100ML","","TABLETLET","ORAL","BIASA","0","16","13.42","11","13.42","0:00","0:00"
"1341","FEROGLOBIN DROP","","TABLETLET","ORAL","BIASA","0","16","39.05","11","39.05","0:00","0:00"
"1342","LACTACYD WHITE INTIMATE 60ML","","BOTOL/DROP","LUAR","BIASA","0","16","21.78","11","21.78","0:00","0:00"
"1343","IMBOOST FORCE ES","","TABLETLET","ORAL","BIASA","0","16","8.47","11","8.47","0:00","0:00"
"1344","BATUGIN SACHETET","","TABLETLET","ORAL","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"1345","ASIFIT BLISTER","","TABLETLET","ORAL","BIASA","0","16","2.05","11","2.05","0:00","0:00"
"1346","TEKASOL OINT 10GR","","TABLETLET","ORAL","BIASA","0","10","41.965","20","41.965","0:00","0:00"
"1347","IMFORCE SYR 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","55","11","55","0:00","0:00"
"1348","LISTERIN ZERO 80ML","","TABLETLET","ORAL","BIASA","0","17","7.04","21","7.04","0:00","0:00"
"1349","CALADINE BATANG 85GR","","TABLETLET","ORAL","BIASA","0","16","10.85","11","10.85","0:00","0:00"
"1350","CALADINE BABY REFILL 200ML","","TABLETLET","ORAL","BIASA","0","16","19","11","19","0:00","0:00"
"1351","FOLAMIL GOLD","7/30/2026","KAPSULUL","ORAL","BIASA","5.273","16","0","11","4.995","0:00","119:00:00"
"1352","HEMAFORT TABLET","4/30/2025","TABLETLET","ORAL","BIASA","863","16","0","11","835","0:00","70:00:00"
"1353","INFELD GEL 15GRAM","","TUBE","LUAR","BIASA","0","16","51.06","11","51.06","0:00","0:00"
"1354","XANDA SYR 60ML","","TABLETLET","ORAL","BIASA","0","16","33","11","33","0:00","0:00"
"1355","URGOTULL","","TABLETLET","ORAL","BIASA","0","16","25.85","11","25.85","0:00","0:00"
"1356","STARVIT","","TABLETLET","ORAL","BIASA","0","16","2.2","11","2.2","0:00","0:00"
"1357","URDEX 250MG","","TABLETLET","ORAL","BIASA","0","16","7.7","11","7.7","0:00","0:00"
"1358","L-BIO CAPS","6/30/2026","KAPSULUL","ORAL","BIASA","9.99","16","0","11","9.435","0:00","98:00:00"
"1359","OSKOM","1/30/2026","TABLETLET","ORAL","BIASA","8.88","16","0","11","8.325","0:00","37:00:00"
"1360","REGULATOR AVICO","","BOX","LUAR","BIASA","0","16","275","11","275","0:00","0:00"
"1361","WELMOVE KAPLET","","TABLETLET","ORAL","BIASA","0","16","20.35","11","20.35","0:00","0:00"
"1362","OM3HEART KAPSULUL","","KAPSULUL","ORAL","BIASA","0","16","29.15","11","29.15","0:00","0:00"
"1363","PALOXI VIAL","","BOX","LUAR","BIASA","0","12","770","11","770","0:00","0:00"
"1364","SIMILAC HMF 9GR","","TABLETLET","ORAL","BIASA","0","16","12.74","11","12.74","0:00","0:00"
"1365","NOSIRAX TABLET","","TABLETLET","ORAL","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"1366","PROBIO-C SPRAY 50ML","","BOTOL/DROP","ORAL","BIASA","0","16","57.2","11","57.2","0:00","0:00"
"1367","GLIFORMIN 850 MG","","TABLETLET","ORAL","BIASA","0","16","1.486","11","1.486","0:00","0:00"
"1368","CLINMAS 300MG","","KAPSULUL","ORAL","BIASA","0","16","8.88","11","8.88","0:00","0:00"
"1369","NATUR E NOURHISING REV 100ML","","TABLETLET","ORAL","BIASA","0","16","12.802","11","12.802","0:00","0:00"
"1370","NETUR E NOURISHING REV 200ML","","TABLETLET","ORAL","BIASA","0","17","25.685","11","25.685","0:00","0:00"
"1371","NATUR E NOURISHING REV 245ML","","TABLETLET","ORAL","BIASA","0","16","25.685","11","25.685","0:00","0:00"
"1372","NATUR E 300 16S","","TABLETLET","ORAL","BIASA","0","16","32.373","11","32.373","0:00","0:00"
"1373","NATUR E 300 32S","","TABLETLET","ORAL","BIASA","0","16","62.146","11","62.146","0:00","0:00"
"1374","NEVODIO TABLET","","TABLETLET","ORAL","BIASA","0","16","4.95","11","4.95","0:00","0:00"
"1375","BERANTHEN OINT 20GR","","TABLETLET","ORAL","BIASA","0","16","51.049","11","51.049","0:00","0:00"
"1376","OVUTEST SCOPE","","TABLETLET","LUAR","BIASA","0","16","187","11","187","0:00","0:00"
"1377","KURSI RODA AVICO","","BOX","LUAR","BIASA","0","17","950","11","950","0:00","0:00"
"1378","RIVANOL 100ML","","BOTOL/DROP","LUAR","BIASA","0","16","3.8","11","3.8","0:00","0:00"
"1379","RIVANOL 300ML","1/30/2029","BOTOL/DROP","LUAR","BIASA","9","16","0","11","4.875","0:00","1:00"
"1380","VELUTINE PER VIAL","","BOTOL/DROP","INJEKSI","BIASA","0","16","8.547","11","8.547","0:00","0:00"
"1381","DESFUMED TABLET","","TABLETLET","ORAL","BIASA","0","12","4.95","16","4.95","0:00","0:00"
"1382","OXCAL","9/30/2026","KAPSULUL","ORAL","BIASA","4.718","16","0","11","32.5","0:00","176:00:00"
"1383","VALPROIC ACID 120ML","8/30/2026","BOTOL/DROP","ORAL","BIASA","46.62","16","0","11","46.62","0:00","6:00"
"1384","RECTAL TUBE + KANTUNG","","TABLETLET","LUAR","BIASA","0","12","22.5","11","22.5","0:00","0:00"
"1385","URSODEOXYCHOLIC ACID 250MG (UDCA)","","TABLETLET","ORAL","BIASA","0","16","4.662","11","4.662","0:00","0:00"
"1386","CIALIS 10MG TABLET","","TABLETLET","ORAL","BIASA","0","10","138.325","10","138.325","0:00","0:00"
"1387","HALMEZIN SYR","","BOTOL/DROP","ORAL","BIASA","0","16","28.6","11","28.6","0:00","0:00"
"1388","CYSTONE TABLET","6/30/2026","TABLETLET","ORAL","BIASA","4.69","16","0","11","3.608","0:00","179:00:00"
"1389","KONIDIN OBH SACHET","","TABLETLET","ORAL","BIASA","0","16","583","11","583","0:00","0:00"
"1390","KUNYIT ASAM SACHET","","TABLETLET","ORAL","BIASA","0","16","1.143","11","1.143","0:00","0:00"
"1391","ASTRIA 4MG","","KAPSULUL","ORAL","BIASA","0","16","9.35","11","9.35","0:00","0:00"
"1392","CEFAT FORTE DS","","TABLETLET","ORAL","BIASA","0","16","86.469","11","86.469","0:00","0:00"
"1393","BEMTIGA 50MG","","TABLETLET","ORAL","BIASA","0","16","18.645","11","18.645","0:00","0:00"
"1394","VITAMAM 3","","KAPSULUL","ORAL","BIASA","0","16","4.44","11","4.44","0:00","0:00"
"1395","CHLORPROMAZINE GENERIK","5/30/2025","TABLETLET","ORAL","BIASA","722","20","0","20","722","0:00","279:00:00"
"1396","MUNOSAN EFF","3/30/2026","BOTOL/DROP","ORAL","BIASA","115.329","16","0","11","109.779","0:00","4:00"
"1397","INTERDOXIN 100MG","5/30/2026","KAPSULUL","ORAL","BIASA","10.49","16","0","11","9.879","0:00","105:00:00"
"1398","VITAMAM 2","","TABLETLET","ORAL","BIASA","0","16","4.44","11","4.44","0:00","0:00"
"1399","HEROCYN BDK 85GR","3/31/2029","TABLETLET","ORAL","BIASA","12.21","16","0","11","12.654","0:00","4:00"
"1400","DEXANTA TABLET","","TABLETLET","ORAL","BIASA","0","16","200","11","200","0:00","0:00"
"1401","REJUVIT KAPSUL","","TABLETLET","ORAL","BIASA","0","16","8.338","11","8.338","0:00","0:00"
"1402","HOTIN DCL 60GR","9/30/2026","TABLETLET","ORAL","BIASA","22.422","16","0","11","17.427","0:00","1:00"
"1403","ENTRASOL ACTIVE 160","","BOX","ORAL","BIASA","0","16","26.533","11","26.533","0:00","0:00"
"1404","BALJITOT 50ML","","TABLETLET","ORAL","BIASA","0","16","9.9","11","9.9","0:00","0:00"
"1405","BALJITOT 20GR","","TABLETLET","LUAR","BIASA","0","16","6.545","11","6.545","0:00","0:00"
"1406","RESPIMER BABY DECONGEST NS 60ML","","TABLETLET","ORAL","BIASA","0","16","179.3","11","179.3","0:00","0:00"
"1407","RESPIMER BABY NS 115ML","","BOTOL/DROP","SPRAY","BIASA","0","16","179.3","11","179.3","0:00","0:00"
"1408","RESPIMER DECONGEST NS 135ML","","BOTOL/DROP","SPRAY","BIASA","0","16","179.3","11","179.3","0:00","0:00"
"1409","RESPIMER NORMAL JET NS 135ML","","BOTOL/DROP","SPRAY","BIASA","0","16","160.6","11","160.6","0:00","0:00"
"1410","CHANNA 500MG","4/30/2027","KAPSULUL","ORAL","BIASA","6.716","16","0","11","6.716","0:00","152:00:00"
"1411","CERVARIX 0.5ML IM","","TABLETLET","ORAL","BIASA","0","10","583","10","583","0:00","0:00"
"1412","KONICARE KAYU PUTIH PLUS 30ML","","BOTOL/DROP","LUAR","BIASA","0","16","12.826","11","12.826","0:00","0:00"
"1413","KONICARE KAYU PUTIH PLUS 60ML","","BOTOL/DROP","LUAR","BIASA","0","16","21.681","11","21.681","0:00","0:00"
"1414","KONICARE KAYU PUTIH PLUS 125ML","6/30/2026","BOTOL","LUAR","BIASA","38.107","15","0","11","43.362","0:00","1:00"
"1415","LEVITAM 500MG","","TABLETLET","ORAL","BIASA","0","16","7.15","11","7.15","0:00","0:00"
"1416","KRUK ELBOW","","TABLETLET","ORAL","BIASA","0","16","90","11","90","0:00","0:00"
"1417","SKINFIT STRIP","","TABLETLET","ORAL","BIASA","0","16","11.55","11","11.55","0:00","0:00"
"1418","CLOZAPINE 25MG","","TABLETLET","ORAL","BIASA","0","20","3.219","20","3.219","0:00","0:00"
"1419","FLAMICORT 4mg TABLET","","TABLETLET","ORAL","BIASA","0","16","3.388","11","3.388","0:00","0:00"
"1420","V-BLOC 25MG","","TABLETLET","ORAL","BIASA","0","15","8.695","10","8.695","0:00","0:00"
"1421","LAPRAZ KAPSULUL","8/30/2026","KAPSULUL","ORAL","BIASA","15.041","16","0","11","14.319","0:00","130:00:00"
"1422","PROTOP KAPSULUL","","KAPSULUL","ORAL","BIASA","0","16","20.313","11","20.313","0:00","0:00"
"1423","VOMETRON TABLETLET 4MG","","TABLETLET","ORAL","BIASA","0","10","14.85","10","14.85","0:00","0:00"
"1424","DESOLEX LOTION 30ML","","BOTOL/DROP","LUAR","BIASA","0","16","55.66","11","55.66","0:00","0:00"
"1425","TRUVAZ 10MG","8/30/2025","TABLETLET","ORAL","BIASA","22.015","16","0","11","19.425","0:00","75:00:00"
"1426","BIOFERRON CHEW","","TABLETLET","ORAL","BIASA","0","16","1.76","11","1.76","0:00","0:00"
"1427","BIOLECTRA 365MG EFF TUBE","","TABLETLET","ORAL","BIASA","0","16","93.5","11","93.5","0:00","0:00"
"1428","ULTIMAX JOINT","6/30/2026","TABLETLET","ORAL","BIASA","8.88","16","0","11","8.88","0:00","128:00:00"
"1429","BON-ONE 0.25MCG","","TABLETLET","ORAL","BIASA","0","16","8.415","11","8.415","0:00","0:00"
"1430","PIROTOP OINT 10GR","","TABLETLET","ORAL","BIASA","0","16","72.16","11","72.16","0:00","0:00"
"1431","POMIFAR KAPSULUL","","KAPSULUL","ORAL","BIASA","0","16","6.105","11","6.105","0:00","0:00"
"1432","AERIUS 5MG","","TABLETLET","ORAL","BIASA","0","16","9.691","11","9.691","0:00","0:00"
"1433","GASTRIDIN TABLET","","TABLETLET","ORAL","BIASA","0","16","5.913","11","5.913","0:00","0:00"
"1434","CEFACEF DRY SYRUP","11/30/2025","BOTOL/DROP","ORAL","BIASA","96.737","16","0","11","92.019","0:00","4:00"
"1435","GLIFORMIN 500 MG","","TABLETLET","ORAL","BIASA","0","16","1.014","11","1.014","0:00","0:00"
"1436","TOPSY OINT","","TUBE","LUAR","BIASA","0","16","46.2","11","46.2","0:00","0:00"
"1437","PRALAX SYR 100ML","","BOTOL/DROP","ORAL","BIASA","0","16","66","11","66","0:00","0:00"
"1438","ALZIM TABLET 5MG","","TABLETLET","ORAL","BIASA","0","16","8.8","11","8.8","0:00","0:00"
"1439","KAPAS 500GR","","BOX","LUAR","BIASA","0","17","33","11","33","0:00","0:00"
"1440","ANTASIDA DOEN SYR 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","4.286","11","4.286","0:00","0:00"
"1441","EDORISAN DROP","11/30/2025","BOTOL/DROP","ORAL","BIASA","60.773","16","0","11","57.831","0:00","1:00"
"1442","VELACOM PLUS 1/250","9/30/2026","TABLETLET","ORAL","BIASA","3.469","16","0","11","2.775","0:00","68:00:00"
"1443","VELACOM PLUS 2/500","11/30/2025","TABLETLET","ORAL","BIASA","4.857","16","0","11","3.885","0:00","78:00:00"
"1444","HUSTABLET TABLET","","TABLETLET","ORAL","BIASA","0","16","312","11","312","0:00","0:00"
"1445","LATAMED CAPS","","TABLETLET","ORAL","BIASA","0","16","3.96","11","3.96","0:00","0:00"
"1446","LACTAMED CAPS","","TABLETLET","ORAL","BIASA","0","16","3.96","11","3.96","0:00","0:00"
"1447","SILADENAFIL CITRATE 50MG","","TABLETLET","ORAL","BIASA","0","16","30.8","11","30.8","0:00","0:00"
"1448","DIVALPI 250MG EC","8/30/2026","TABLETLET","ORAL","BIASA","7.215","16","0","11","7.082","0:00","665:00:00"
"1449","VALPI 60ML","","TABLETLET","ORAL","BIASA","0","16","49.5","11","49.5","0:00","0:00"
"1450","PANTOPUMP 40MG","","TABLETLET","ORAL","BIASA","0","16","27.14","11","27.14","0:00","0:00"
"1451","OBH TROPICA PLUS ANAK 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","14.3","11","14.3","0:00","0:00"
"1452","FUDANTRON TABLET","","TABLETLET","ORAL","BIASA","0","12","13.2","11","13.2","0:00","0:00"
"1453","NATUR E ADVANCED 4s AMPLOP","","KAPSULUL","ORAL","BIASA","0","16","10.826","11","10.826","0:00","0:00"
"1454","NATUR E NOURISHING 300IU 4s AMPLOP","","KAPSULUL","ORAL","BIASA","0","16","8.094","11","8.094","0:00","0:00"
"1455","KETOSTERIL TABLET","","TABLETLET","ORAL","BIASA","0","16","7.59","11","7.59","0:00","0:00"
"1456","HANSAPLAST ROLL 1.25x4.5M","","BOX","LUAR","BIASA","0","17","6.251","11","6.251","0:00","0:00"
"1457","THERMO DIGITAL ONE ALFA 1","","BOX","BBS","BIASA","0","16","23.31","11","23.31","0:00","0:00"
"1458","MUCIFAT SYR","","BOTOL/DROP","SYR","BIASA","0","16","53.28","11","53.28","0:00","0:00"
"1459","ARINIA 5MG","","TABLETLET","ORAL","BIASA","0","20","16.5","20","16.5","0:00","0:00"
"1460","ARINIA 10MG","","TABLETLET","ORAL","BIASA","0","20","29.7","20","29.7","0:00","0:00"
"1461","ENSURE 400GR","","TABLETLET","ORAL","BIASA","0","16","114.769","11","114.769","0:00","0:00"
"1462","KY JELLY 100 GR","","TUBE","LUAR","BIASA","0","16","56.318","11","56.318","0:00","0:00"
"1463","ANTIZA TABLET","","TABLETLET","ORAL","BIASA","0","16","1.045","11","1.045","0:00","0:00"
"1464","TRACETATE 160MG","5/30/2026","TABLETLET","ORAL","BIASA","27.75","16","0","11","25.53","0:00","78:00:00"
"1465","CENDO TOBROSON SALEP MATA","","TUBE","LUAR","BIASA","0","16","48.008","11","48.008","0:00","0:00"
"1466","TAXECAP INJEKSI","","BOTOL/DROP","LUAR","BIASA","0","16","111.155","11","111.155","0:00","0:00"
"1467","INTERLAC CHEW","","TABLETLET","ORAL","BIASA","0","16","11.655","11","11.655","0:00","0:00"
"1468","FORDICA XR 500","5/30/2026","TABLETLET","ORAL","BIASA","2.109","16","0","11","1.998","0:00","362:00:00"
"1469","MADU MURNI WELLERY 250ML","11/30/2026","BOTOL/DROP","ORAL","BIASA","69","17","0","11","49","0:00","4:00"
"1470","MADU MURNI WELLERY 120ML","3/31/2029","BOTOL/DROP","ORAL","BIASA","37.5","17","0","11","27","0:00","4:00"
"1471","MADU WELLERY BALITA 120ML","11/30/2025","BOTOL/DROP","ORAL","BIASA","37","17","0","11","28.5","0:00","4:00"
"1472","LANSOMED CAPS 15MG","","KAPSULUL","ORAL","BIASA","0","16","7.7","11","7.7","0:00","0:00"
"1473","BIOLYSIN EMULSION 250ML","","BOTOL/DROP","ORAL","BIASA","0","15","19.5","11","19.5","0:00","0:00"
"1474","STOPAIN 30GRAM","","TUBE","ORAL","BIASA","0","16","14","11","14","0:00","0:00"
"1475","NEO KANESOL CREAM 5GR","","TUBE","LUAR","BIASA","0","16","6","11","6","0:00","0:00"
"1476","FITERGY KAPLET","","TABLETLET","ORAL","BIASA","0","16","8.8","11","8.8","0:00","0:00"
"1477","OMRON COMPRESSOR NEBULIZER C-803","","BOX","LUAR","BIASA","0","20","450","10","450","0:00","0:00"
"1478","TEMPRA FORTE SYR 60ML","5/31/2026","BOTOL","ORAL","BIASA","47.286","16","0","11","21.12","0:00","3:00"
"1479","ELXION 10MG","5/30/2026","TABLETLET","ORAL","BIASA","12.821","20","0","20","12.821","0:00","131:00:00"
"1480","NUTRAFOR RADIANCE BEAUTY 30","","TABLETLET","ORAL","BIASA","0","16","148.5","11","148.5","0:00","0:00"
"1481","KENDARON TABLET","","TABLETLET","ORAL","BIASA","0","16","5.647","11","5.647","0:00","0:00"
"1482","NURSE CAP BLUE","","TABLETLET","ORAL","BIASA","0","16","55","11","55","0:00","0:00"
"1483","BISOLVON BATUK DAN FLU","","TABLETLET","ORAL","BIASA","0","16","37.4","11","37.4","0:00","0:00"
"1484","DEPRAM 20MG","7/30/2025","TABLETLET","ORAL","BIASA","25.53","20","0","20","24.42","0:00","8:00"
"1485","GARDASIL INJ","","BOTOL/DROP","INJEKSI","BIASA","0","16","954.087","11","954.087","0:00","0:00"
"1486","SEBAMED BABY LOTION 100ML","","TABLETLET","ORAL","BIASA","0","16","120.001","11","120.001","0:00","0:00"
"1487","FLUNARIZIN 5MG","","TABLETLET","ORAL","BIASA","0","16","1.375","11","1.375","0:00","0:00"
"1488","NATUR E NOURISHING 4s AMPLOP","","TABLETLET","ORAL","BIASA","0","17","5.451","11","5.451","0:00","0:00"
"1489","HOTIN KOYO AROMATHERAPY","","TABLETLET","ORAL","BIASA","0","16","4.84","11","4.84","0:00","0:00"
"1490","FRESH CARE MIX CITRUS","","TABLETLET","ORAL","BIASA","0","15","12.1","11","12.1","0:00","0:00"
"1491","ULPRAZ 20MG","4/30/2026","KAPSULUL","ORAL","BIASA","11.211","16","0","11","11.211","0:00","56:00:00"
"1492","REXIDRON 200MG TABLET","","TABLETLET","ORAL","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"1493","BRILINTA TABLET 90MG","","TABLETLET","ORAL","BIASA","0","10","15.559","10","15.559","0:00","0:00"
"1494","HOTIN STRONG 120ML","","TABLETLET","ORAL","BIASA","0","16","17.16","11","17.16","0:00","0:00"
"1495","HOTIN STRONG TUBE 60GR","9/30/2027","TABLETLET","ORAL","BIASA","19.98","16","0","11","17.427","0:00","2:00"
"1496","PIL KITA CAIR","","STRIP","ORAL","BIASA","0","16","1.65","11","660","0:00","0:00"
"1497","GRATIZIN 10MG","3/30/2026","TABLETLET","ORAL","BIASA","6.827","20","0","20","6.494","0:00","319:00:00"
"1498","FIBRINASE","","KAPSULUL","ORAL","BIASA","0","16","16.095","11","16.095","0:00","0:00"
"1499","MIRENA IUD","","BOX","LUAR","BIASA","0","16","2,617,230","11","2,617,230","0:00","0:00"
"1500","DOSIVEC DS","9/30/2026","BOTOL/DROP","ORAL","BIASA","46.62","16","0","11","46.62","0:00","11:00"
"1501","HEXOS PERMEN","2/28/2026","SACHET","ORAL","BIASA","1.443","17","0","11","1.375","0:00","26:00:00"
"1502","ERLAQUIN 250MG","","TABLETLET","ORAL","BIASA","0","16","533","11","533","0:00","0:00"
"1503","PRELIN 75MG","8/31/2026","TABLETLET","ORAL","BIASA","9.911","16","0","11","9.911","0:00","143:00:00"
"1504","NATUR E ENERGIZING HBL 100ML","","TABLETLET","ORAL","BIASA","0","16","13.442","11","13.442","0:00","0:00"
"1505","NATUR E ENERGIZING HBL 245ML","","TABLETLET","ORAL","BIASA","0","16","26.969","11","26.969","0:00","0:00"
"1506","TRIMETAZIDIN 35MG","","TABLETLET","ORAL","BIASA","0","16","2.31","11","2.31","0:00","0:00"
"1507","COUNTERPAIN PATCH HOT","","BOX","LUAR","BIASA","0","16","21.384","11","21.384","0:00","0:00"
"1508","COUNTERPAIN PATCH","","BOX","LUAR","BIASA","0","16","20.218","11","20.218","0:00","0:00"
"1509","NATUR E CALMING HBL 100 ML","","BOTOL/DROP","LUAR","BIASA","0","16","13.442","11","13.442","0:00","0:00"
"1510","NATUR E CALMING HBL 245 ML","","BOTOL/DROP","LUAR","BIASA","0","16","26.969","11","26.969","0:00","0:00"
"1511","BETASERC 8 MG","","TABLETLET","ORAL","BIASA","0","16","4.24","11","4.24","0:00","0:00"
"1512","PLETAAL SR 100MG","","TABLETLET","ORAL","BIASA","0","16","16.266","11","16.266","0:00","0:00"
"1513","GARAMYCIN OINT 15GR","","TUBE","LUAR","BIASA","0","17","76.041","11","76.041","0:00","0:00"
"1514","REDACID KAPLET","","TABLETLET","ORAL","BIASA","0","16","9.9","11","9.9","0:00","0:00"
"1515","M TELON LANG PLUS TRIPLE ACT 15 ML","11/30/2026","BOTOL/DROP","LUAR","BIASA","4.62","16","0","11","4.62","0:00","1:00"
"1516","LODOZ 2.5 MG CT","","TABLETLET","ORAL","BIASA","0","17","6.784","11","6.784","0:00","0:00"
"1517","REBAMIPIDE 100MG","","TABLETLET","ORAL","BIASA","0","16","2.109","11","2.109","0:00","0:00"
"1518","OB ZIPLONG 12 ML SCT","","BOTOL/DROP","ORAL","BIASA","0","17","1.135","11","1.135","0:00","0:00"
"1519","FITBOOST STRIP","","TABLETLET","ORAL","BIASA","0","16","2.992","11","2.992","0:00","0:00"
"1520","GPU SEREH 60ML","5/30/2029","BOTOL","LUAR","BIASA","15.3","17","0","11","14.3","0:00","2:00"
"1521","GPU SEREH 30ML","","BOTOL","LUAR","BIASA","8.25","17","0","11","8.25","0:00","0:00"
"1522","GPU KRIM SEREH 150GR","","TABLETLET","ORAL","BIASA","0","17","11.092","11","11.092","0:00","0:00"
"1523","ENERPLUS TABLET","","TABLETLET","ORAL","BIASA","0","17","2.2","11","2.2","0:00","0:00"
"1524","ACETYLCYSTINE 200MG","","KAPSULUL","ORAL","BIASA","0","16","1.11","11","1.1","0:00","-1.00"
"1525","TI JOYBEE MD MULTI STRW 100ML","","BOTOL/DROP","ORAL","BIASA","0","17","11.55","11","11.55","0:00","0:00"
"1526","SEDOT INGUS NOSE FRIDA","","BOTOL/DROP","ORAL","BIASA","0","16","100","11","100","0:00","0:00"
"1527","BIOCURPAIN FORCE","","TABLETLET","ORAL","BIASA","0","17","8.8","11","8.8","0:00","0:00"
"1528","PIROTOP CREAM 10GR","","TUBE","LUAR","BIASA","0","16","65.56","11","65.56","0:00","0:00"
"1529","TEBOKAN FORTE 120MG","","TABLETLET","ORAL","BIASA","0","16","17.124","11","17.124","0:00","0:00"
"1530","METIFER 500MCG","","TABLETLET","ORAL","BIASA","0","16","1.943","11","1.925","0:00","0:00"
"1531","OCTENIC WASH GLOVE","","BOX","LUAR","BIASA","0","17","19.25","11","19.25","0:00","0:00"
"1532","CLIDOREL 75MG","","TABLETLET","ORAL","BIASA","0","10","14.3","10","14.3","0:00","0:00"
"1533","QUETVELL 100MG","","TABLETLET","ORAL","BIASA","0","20","16.784","20","16.784","0:00","0:00"
"1534","CALGAE","","TABLETLET","ORAL","BIASA","0","16","6.105","11","6.105","0:00","0:00"
"1535","SPIRONOLACTONE 25MG","","TABLETLET","ORAL","BIASA","0","25","444","11","444","0:00","0:00"
"1536","BICROLID 500MG","","TABLETLET","ORAL","BIASA","0","16","27.72","11","27.72","0:00","0:00"
"1537","BD-GARD KAPSULUL","","KAPSULUL","ORAL","BIASA","0","16","11","11","11","0:00","0:00"
"1538","EGOJI GUMMY JRK STRW","10/31/2025","TABLETLET","ORAL","BIASA","7.77","17","0","11","7.77","0:00","3:00"
"1539","KUNYIT ASAM SIRIH SACHET","","TABLETLET","ORAL","BIASA","0","17","1.223","11","1.223","0:00","0:00"
"1540","LAPICEF DROP","5/30/2027","BOTOL/DROP","ORAL","BIASA","72.15","16","0","11","69.375","0:00","3:00"
"1541","MELOXIN 15MG","","TABLETLET","ORAL","BIASA","0","16","14.014","11","14.014","0:00","0:00"
"1542","SGM EKSPL 1+ M","","BOX","ORAL","BIASA","0","17","70.9","11","70.9","0:00","0:00"
"1543","GLANCER 100MG","8/30/2027","TABLETLET","ORAL","BIASA","3.33","16","0","11","3.33","0:00","582:00:00"
"1544","NEBACETIN OINT 5GR","","TUBE","LUAR","BIASA","0","16","21.09","11","21.09","0:00","0:00"
"1545","DURVIKMET 50/500 MG TABLET","","TABLETLET","ORAL","BIASA","0","16","6.875","11","6.875","0:00","0:00"
"1546","KACA PEMBESAR","","BOX","LUAR","BIASA","0","17","40","11","40","0:00","0:00"
"1547","OMRON COMPRESSOR NEBULIZER C-28","","BOX","LUAR","BIASA","0","17","650","11","650","0:00","0:00"
"1548","MAMY POKO XXL-1","","BOX","LUAR","BIASA","0","17","2.32","11","2.32","0:00","0:00"
"1549","ERABUTOL PLUS","","TABLETLET","ORAL","BIASA","0","16","1.832","11","1.832","0:00","0:00"
"1550","EUVAX B INJ","","BOTOL/DROP","INJEKSI","BIASA","0","16","87.846","11","87.846","0:00","0:00"
"1551","CODIKAF 20MG","8/30/2028","TABLETLET","ORAL","NARKOTIKA","2.078","25","0","25","1.732","0:00","1,447.00"
"1552","LESICHOL 300MG","3/30/2026","TABLETLET","ORAL","BIASA","14.43","16","0","11","14.338","0:00","10:00"
"1553","NUTRI-B KAPSUL","","KAPSULUL","ORAL","BIASA","0","16","8.83","11","8.83","0:00","0:00"
"1554","LANSOMED CAPS 30MG","","TABLETLET","ORAL","BIASA","0","17","12.1","11","12.1","0:00","0:00"
