nama,nomor_batch,tanggal_expired,isi1,satuan,jenis,kelompok,harga_beli,up_a,harga_a,up_b,harga_b,stok_awal,stok_akhir
PESARIUM 6.5 RUSCH,,,,STRIP,LUAR,BIASA,0,17,325000,11,325000,0,0
OSTEOCARE TAB,,,,TABLET,ORAL,BIASA,0,16,4364,11,4364,0,0
FENDEX TAB,,,,TABLET,ORAL,BIASA,0,17,6050,11,6050,0,0
CARDISMO 20MG,,,,TABLET,TAB,BIASA,0,16,2714,11,2714,0,0
CHLORETHYL WATER RITTER,,,,BOTOL/DROP,LUAR,BIASA,0,16,82500,11,82500,0,0
DERMAFIK T 5X7CM,,,,STRIP,LUAR,BIASA,0,16,2250,11,2250,0,0
ACTAPIN TAB 5MG,,,,TABLET,ORAL,BIASA,0,16,2567,11,2567,0,0
THISLACOL KAPS 500MG,,,,TABLET,ORAL,BIASA,0,16,3630,11,3630,0,0
SURBEX C TAB,,,,TABLET,ORAL,BIASA,0,16,935,11,935,0,0
PARCOK 30ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,7125,11,7125,0,0
TELON AIR MANCUR 30ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,6750,11,6750,0,0
TELON AIR MANCUR 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,11250,11,11250,0,0
PARCOK SPORT HOT 2G/SACH,,,,STRIP,LUAR,BIASA,0,16,375,11,375,0,0
MOLESCO 10MG,,,,TABLET,ORAL,BIASA,0,16,9900,11,9900,0,0
GLUCOPHAGE XR 500MG,,,,TABLET,ORAL,BIASA,0,16,2452,11,2452,0,0
LAPISIV SYR 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,25530,11,25530,0,0
LISINOPRIL 5MG,,,,TABLET,ORAL,BIASA,0,25,489,11,489,0,0
GARCIA BTL,,,,TABLET,ORAL,BIASA,0,16,86000,11,86000,0,0
LIPOSIN SALEB,,,,TUBE,LUAR,BIASA,0,16,41800,11,41800,0,0
NARFOZ 4MG,,,,TABLET,ORAL,BIASA,0,16,15125,11,15125,0,0
LISINOPRIL 10MG,,,,TABLET,ORAL,BIASA,0,25,755,11,755,0,0
FITBON KAPLET,,30/05/2027,,TABLET,ORAL,BIASA,1628,16,0,11,1480,0,95
ULTRAFLU TAB,,30/07/2027,,TAB,TAB,BIASA,3143,15,0,11,8500,0,3
NEO ENTROSTOP PER STRIP,,30/03/2029,,TAB,TAB,BIASA,7500,15,0,11,62000,0,10
SIMILAC NEOSURE POWDER 370GR,,,,BOX,ORAL,BIASA,0,16,138241,11,138241,0,0
COMTUSI SYR ANAK,,,,BOTOL/DROP,ORAL,BIASA,0,16,38610,11,38610,0,0
DIZINE 5MG TAB,,,,TABLET,ORAL,BIASA,0,16,4235,11,4235,0,0
RHINATHIOL ROME SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,43340,11,43340,0,0
MY BABY SOFTENER 1500ML,,,,BOX,LUAR,BIASA,0,16,15000,11,15000,0,0
SANAFLU SYR PLUS BATUK,,,,BOTOL/DROP,ORAL,BIASA,0,16,8700,11,8700,0,0
DUREX CLOSE 3,,,,STRIP,LUAR,BIASA,0,17,10395,11,10395,0,0
DUREX COMFORT 3,,,,STRIP,LUAR,BIASA,0,17,10395,11,10395,0,0
DUREX EXTRA 3,,,,BOX,LUAR,BIASA,0,17,14196,11,14196,0,0
DUREX FETHERLITE 3,,,,STRIP,LUAR,BIASA,0,17,12496,11,12496,0,0
DUREX TOGETHER 3,,,,STRIP,LUAR,BIASA,0,17,12270,11,12270,0,0
"FRESHCARE TEEN BUBLE,HAPPY,PASSION",,,,BOTOL/DROP,LUAR,BIASA,0,16,9700,11,9700,0,0
TONGKAT ANGSA,,,,BOX,LUAR,BIASA,0,17,90000,11,90000,0,0
HEXILON 4MG,,,,TABLET,ORAL,BIASA,0,16,4196,11,4196,0,0
ALPRAZOLAM 0.5MG,,,,TABLET,ORAL,PSIKOTROPIKA,0,25,671,25,671,0,0
ALPRAZOLAM 1 MG,,30/10/2028,ALPRAZOLAM 1 MG,TABLET,ORAL,PSIKOTROPIKA,666,25,0,25,1034,0,300
SENDOK OBAT,,,,STRIP,LUAR,BIASA,0,37,1000,36,1000,0,0
SPUIT 50ML,,,,BOX,LUAR,BIASA,0,16,7500,11,7500,0,0
TOFEDEX 25MG,,30/06/2026,DEXKETOPROFEN 25MG,TABLET,ORAL,BIASA,8325,16,0,11,8325,0,100
BALSAM LION BESAR 31GR,,30/04/2027,,BOTOL/DROP,LUAR,BIASA,22200,16,0,11,22200,0,1
BALSAM LION KECIL 13GR,,30/07/2027,,BOTOL/DROP,LUAR,BIASA,12210,16,0,11,12210,0,3
HYALOPH ED,,,,BOTOL/DROP,LUAR,BIASA,0,16,75203,11,75203,0,0
REFAQUIN,,,,TUBE,LUAR,BIASA,0,16,68860,11,68860,0,0
LIZOR TAB,,,,TABLET,ORAL,BIASA,0,12,25465,11,25465,0,0
HEXILON 8MG,,,,TABLET,ORAL,BIASA,0,16,5994,11,5994,0,0
SUVESCO 20MG,,30/05/2025,,TABLET,ORAL,BIASA,11655,16,0,11,11655,0,134
FARMADRAL TAB,,,,TABLET,ORAL,BIASA,0,16,220,11,220,0,0
VITAQUIN CR 15CR,,,,TUBE,LUAR,BIASA,0,16,54725,11,54725,0,0
NUTRIBABY SOYA 1 400GR,,,,BOX,ORAL,BIASA,0,10,96767,10,96767,0,0
NUTRIBABAY SOYA 2 400GR,,,,BOX,ORAL,BIASA,0,12,96000,11,96000,0,0
FLUDANE,,,,TABLET,ORAL,BIASA,0,16,809,11,809,0,0
RENOVIT BTL,,,,TABLET,ORAL,BIASA,0,16,60830,11,60830,0,0
DEGRADE TAB,,,,TABLET,ORAL,BIASA,0,16,7150,11,7150,0,0
VACLO TAB,,,,TABLET,ORAL,BIASA,0,10,13750,10,13750,0,0
SAGALON CR,,30/10/2025,,TUBE,LUAR,BIASA,44900,16,0,11,40315,0,3
VASELIN ALBUM / GRAM,,,,TUBE,LUAR,BIASA,0,16,200,11,200,0,0
ACIDUM SALICYLICUM / G,,,,TUBE,LUAR,BIASA,0,5200,150,5100,150,0,0
HAEMOCAINE OINT,,30/07/2025,LIDOCAIN,TUBE,SALEP,BIASA,98690,16,0,11,88000,0,3
CURCUMA+EMULSI GROW,,,,BOTOL/DROP,ORAL,BIASA,0,16,1975,11,1975,0,0
STUGERON TAB,,,,TABLET,ORAL,BIASA,0,16,2733,11,2733,0,0
MOVI-COX 7.5 MG,,,,TABLET,ORAL,BIASA,0,16,13495,11,13495,0,0
LIVER CARE,,,,TABLET,ORAL,BIASA,0,16,6014,11,6014,0,0
SPUIT 1ML TERUMO,,,,STRIP,LUAR,BIASA,0,16,3600,11,3600,0,0
CENDO POSOP ED,,,,TABLET,LUAR,BIASA,0,16,62150,11,62150,0,0
BATANG PENGADUK,,,,STRIP,LUAR,BIASA,0,16,4000,11,4000,0,0
SERVICAL COLLAR,,,,BOX,LUAR,BIASA,0,16,125000,11,125000,0,0
LACTAMOR TAB,,,,TABLET,ORAL,BIASA,0,16,2720,11,2720,0,0
LONGATIN TAB,,,,TABLET,ORAL,BIASA,0,16,4620,11,4620,0,0
TANTUM VERDE LOZENGES,,30/07/2026,BENZYDAMINE,TABLET,ORAL,BIASA,3053,16,0,11,3053,0,250
TEXORATE TAB,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
HEPAMAX KAPSUL,,,,TABLET,ORAL,BIASA,0,16,11655,11,11655,0,0
FRESH CARE + FRESHOLDER,,,,BOTOL/DROP,LUAR,BIASA,0,15,19250,11,19250,0,0
TESSA FACIAL TP,,,,STRIP,LUAR,BIASA,0,16,3700,11,3700,0,0
MAMY POKO STD M9,,,,BOX,LUAR,BIASA,0,16,15900,11,15900,0,0
PRE NAN 400GR,,,,TABLET,ORAL,BIASA,0,16,68200,11,68200,0,0
GOOD HEALTH SUSU COLOSTRUM,,,,TABLET,ORAL,BIASA,0,17,16500,11,16500,0,0
VASCUPRAX 100MG,,,,TABLET,ORAL,BIASA,0,16,3025,11,3025,0,0
FATICA TAB,,,,TABLET,ORAL,BIASA,0,16,1100,11,1100,0,0
NODROP,,,,TABLET,ORAL,BIASA,0,16,615,11,615,0,0
INOLIN TAB,,,,TABLET,ORAL,BIASA,0,16,1366,11,1366,0,0
NEO RHEUMACYL,,30/08/2025,,TAB,TAB,BIASA,8060,15,0,11,20000,0,8
BOLA TENSI ABN,,,,TABLET,ORAL,BIASA,0,15,50000,10,50000,0,0
AMINEFRON,,,,TABLET,ORAL,BIASA,0,16,7150,11,7150,0,0
GLUVAS 4MG,,,,TABLET,ORAL,BIASA,0,16,6710,11,6710,0,0
SIRAN EFF 600MG PER TUBE,,,,TABLET,ORAL,BIASA,0,16,110000,11,110000,0,0
VOMETA FT,,,,TABLET,ORAL,BIASA,0,16,4884,11,4884,0,0
CORDILA SR 180MG,,,,TABLET,ORAL,BIASA,0,16,6820,11,6820,0,0
TEMPRA DROP,,,,BOTOL/DROP,ORAL,BIASA,0,16,46065,11,46065,0,0
OMZ KAPS 20MG,,,,KAPSUL,ORAL,BIASA,0,12,12834,11,12834,0,0
KONDOM SUTRA OK 12S,,30/01/2028,,BOX,LUAR,BIASA,28355,17,0,11,28100,0,8
BODREX FLU,,,,TABLET,ORAL,BIASA,0,16,1511,11,1511,0,0
MEDIXON 4MG,,,,TABLET,ORAL,BIASA,0,17,2530,11,2530,0,0
MEDIXON 8MG,,,,TABLET,ORAL,BIASA,0,17,4070,11,4070,0,0
HISTRINE FT 10MG,,,,TABLET,ORAL,BIASA,0,17,6270,11,6270,0,0
GRATHAZON,,,,TABLET,ORAL,BIASA,0,17,105,11,105,0,0
CEFADROXIL 250 MG SYR,,,,BOTOL/DROP,ORAL,BIASA,0,17,16500,11,16500,0,0
LEUKOPLAST 2.5CM,,,,BOX,LUAR,BIASA,0,17,17000,11,17000,0,0
FOSRENOL CHEW 500MG,,,,TABLET,ORAL,BIASA,0,17,23100,11,23100,0,0
BELVAS 5MG TAB,,,,TABLET,ORAL,BIASA,0,17,1200,11,1200,0,0
LACTULAX SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,48400,11,48400,0,0
PROVOMER TAB,,,,TABLET,ORAL,BIASA,0,17,2640,11,2640,0,0
NEUROTAM 800MG,,,,TABLET,ORAL,BIASA,0,17,4180,11,4180,0,0
TISU SAKU/POCKET,,,,STRIP,LUAR,BIASA,0,17,1000,11,1000,0,0
TISU BASAH MITU KECIL,,,,STRIP,LUAR,BIASA,0,17,3600,11,3600,0,0
AMPICILLIN SYR,,,,TABLET,ORAL,BIASA,0,17,3240,11,3240,0,0
CEFAZOL INJ,,,,TABLET,ORAL,BIASA,0,17,132000,11,132000,0,0
MENTHOL CONE,,,,TABLET,ORAL,BIASA,0,17,17501,11,17501,0,0
SCOTTS CHEWYVIT C,,,,BOX,ORAL,BIASA,0,17,13900,11,13900,0,0
ANDALAN PIL KB PER BOX,,,,BOX,ORAL,BIASA,0,17,8001,11,8001,0,0
ECLID 50MG,,,,TABLET,ORAL,BIASA,0,16,1887,11,1887,0,0
ECLID 100MG,,30/03/2026,,TABLET,ORAL,BIASA,2998,17,0,11,2997,0,61
PROMUXOL SYR,,,,BOTOL/DROP,ORAL,BIASA,0,17,23100,11,23100,0,0
PHYLLOCONTIN CONTINUOS,,,,TABLET,ORAL,BIASA,0,17,2500,11,2500,0,0
IRONYL,,,"B-CAROTETE, CA-LACTATE, CA-PANTHOTENANTE,COPPER SULFATE, FOLIC ACID, FERRONYL IRON, NICOTINAMIDE, K",TABLET,ORAL,BIASA,0,17,2970,11,2970,0,0
SPATEL,,,,BOX,LUAR,BIASA,0,17,20000,11,20000,0,0
KAPAS 1KG,,,,TABLET,ORAL,BIASA,0,17,47000,11,47000,0,0
BETASERC 24MG,,,,TABLET,ORAL,BIASA,0,17,10615,11,10615,0,0
RENALOF,,30/12/2026,,TABLET,ORAL,BIASA,15540,16,0,11,14800,0,58
CETIRIZINE SYR,,,,TABLET,ORAL,BIASA,0,17,10441,11,10441,0,0
TESSA TPC,,,,TABLET,ORAL,BIASA,0,17,2700,11,2700,0,0
KOOL FEVER ANAK,,31/12/2026,,TABLET,ORAL,BIASA,6069,16,0,11,6068,0,1
LODIPAS 10MG,,31/01/2027,,TABLET,ORAL,BIASA,6105,16,0,11,5550,0,1152
OPUS TABLET,,,"SOYLIFE EXTRACT, CAL GLYCEROPHODPHATE, VIT D3",TABLET,ORAL,BIASA,0,17,6105,11,6105,0,0
ARSINAL,,30/09/2026,,TABLET,ORAL,BIASA,1221,16,0,11,1221,0,168
CEFSPAN DRY SYRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,138750,11,138750,0,0
DEXAMETHASONE INJ 5MG/ML,,,,BOTOL/DROP,LUAR,BIASA,0,17,2350,11,2350,0,-4
SOHOBION TABLET,,,,TABLET,ORAL,BIASA,0,17,1100,11,1100,0,0
SCOTTS EMULSION VITA 200ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,42160,11,42160,0,0
SCOTTS EMULSION VITA 400ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,49812,11,49812,0,0
SCOTTS EMULSION ORIGINAL 400ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,38795,11,38795,0,0
HUSTAB P,,,,TABLET,ORAL,BIASA,0,17,300,11,300,0,0
LEUKOFIX PT 2121,,,,TABLET,ORAL,BIASA,0,17,15400,11,15400,0,0
NOPERTEN 5MG,,,,TABLET,ORAL,BIASA,0,17,3135,11,3135,0,0
DAMUVIT,,,,TABLET,ORAL,BIASA,0,17,2035,11,2035,0,0
LIKURMIN SYR 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,56610,11,56610,0,0
CITICOLINE 500MG,,30/05/2028,,KAPLET,ORAL,BIASA,5661,16,0,11,5620,0,159
ANTALGIN 500MG/METAMIZOLE,,,,TABLET,ORAL,BIASA,0,25,260,11,260,0,0
INTIFEN 1MG,,,,TABLET,ORAL,BIASA,0,16,5301,11,5301,0,0
BIO ATP,,,,TABLET,ORAL,BIASA,0,17,2356,11,2356,0,0
BLOPRESS 16MG TAB,,,,TABLET,ORAL,BIASA,0,10,16500,10,16500,0,0
SOFRADEX,,,,TABLET,ORAL,BIASA,0,17,63828,11,63828,0,0
TB VIT 6 TAB,,30/01/2028,ISONIAZID/B6,TABLET,ORAL,BIASA,833,16,0,11,825,0,212
ARCAPEC TAB,,30/05/2026,,TABLET,ORAL,BIASA,1221,16,0,11,1210,0,83
KURSI RODA GEA,,,,TABLET,ORAL,BIASA,0,17,950000,11,950000,0,0
LONGCEF 125MG 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,46200,11,46200,0,0
TB ZET,,30/01/2027,PYRAZINAMIDE,TABLET,ORAL,BIASA,1388,16,0,11,1375,0,27
OBH TROPICA PLUS 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,25300,11,25300,0,0
AKILEN 200MG,,,,TABLET,ORAL,BIASA,0,16,9768,11,9768,0,0
BIO SANBE,,,,TABLET,ORAL,BIASA,0,16,990,11,990,0,0
CENDO TOBRO 5ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,22825,11,22825,0,0
AERIUS D-12,,,,TABLET,ORAL,BIASA,0,16,7370,11,7370,0,0
METHYLPREDNISOLONE 8MG,,,,TABLET,ORAL,BIASA,0,25,693,11,693,0,0
TOCO-E,,,,TABLET,ORAL,BIASA,0,16,9534,11,9534,0,0
OBAT BATUK PEPERMINT (OBP),,,,BOTOL/DROP,ORAL,BIASA,0,16,6066,11,6066,0,0
TALION TAB,,,,TABLET,ORAL,BIASA,0,16,2646,11,2646,0,0
ACETON,,,,BOTOL/DROP,LUAR,BIASA,0,16,6500,11,6500,0,-3
KIRANTI KUNING,,,,BOTOL/DROP,ORAL,BIASA,0,17,4550,11,4550,0,0
KIRANTI BIRU,,,,BOTOL/DROP,ORAL,BIASA,0,17,4250,11,4250,0,0
VIDORAN MY BABY 1 375G,,,,BOX,ORAL,BIASA,0,16,28125,11,28125,0,0
VIDORAN MY BABY 2 135G,,,,BOX,ORAL,BIASA,0,16,10625,11,10625,0,0
VIDORAN XMART 3 MADU/VAN 135G,,,,BOX,ORAL,BIASA,0,16,11000,11,11000,0,0
VIDORAN XMART 4 MADU/VAN 135G,,,,BOX,ORAL,BIASA,0,16,10000,11,10000,0,0
KALKURENAL,,,,BOTOL/DROP,ORAL,BIASA,0,16,120000,11,120000,0,0
CENDO REPITHEL 5ML,,,,TABLET,ORAL,BIASA,0,16,56650,11,56650,0,0
LODOMER INJ,,01/10/2025,,BOTOL/DROP,INJEKSI,BIASA,12638,20,0,20,12524,0,7
DAKTARIN POWDER,,,,BOTOL/DROP,LUAR,BIASA,0,16,47586,11,47586,0,0
SACCORIT,,,,BOX,ORAL,BIASA,0,16,8250,11,8250,0,0
MAMY POKO PANTS STD S 11,,,,TABLET,ORAL,BIASA,0,16,15900,11,15900,0,0
NASSAL ASPIRATOR CAMERA (SALAH),,,,TABLET,ORAL,BIASA,0,15,22500,10,22500,0,0
BREAST PUMP,,,,TABLET,ORAL,BIASA,0,16,10000,11,23000,0,0
M TELON LANG PLUS TRIPLE ACT 60ML,,30/09/2028,,BOTOL,LUAR,BIASA,16279,16,0,11,16279,0,1
M TELON LANG PLUS TRIPLE ACT 100ML,,30/09/2025,,BOTOL/DROP,LUAR,BIASA,0,16,0,11,26034,0,2
M KP AMBONIA 100ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,25666,11,25666,0,0
ULBAMED,,,,TABLET,ORAL,BIASA,0,16,3850,11,3850,0,0
BMT P-HP 800 GR,,,,BOX,BBS,BIASA,0,16,292677,11,292677,0,0
MYCOSTATIN DROPS,,,,BOTOL/DROP,ORAL,BIASA,0,16,52580,11,52580,0,0
N-ACE KAPSUL,,30/09/2026,,KAPSUL,ORAL,BIASA,3330,16,0,11,3108,0,75
TANAKAN 40MG,,,,TABLET,ORAL,BIASA,0,16,5867,11,5867,0,0
PROMAMA TAB,,,,KAPSUL,ORAL,BIASA,0,16,7568,11,7568,0,0
CLOZARIL 25MG,,,,TABLET,ORAL,BIASA,0,20,7510,20,7510,0,0
ONE TOUCH ALAT PLUS STIK,,,,BOX,LUAR,BIASA,0,16,425000,11,425000,0,0
ACNE FELDIN LOTION 110ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,39600,11,39600,0,0
BIOPLACENTON TULLE,,,,TABLET,ORAL,BIASA,0,16,17050,11,17050,0,0
GRATIGO 5MG TAB,,,,TABLET,ORAL,BIASA,0,16,3850,11,3850,0,0
PLATOGRIX 75MG,,,,TABLET,ORAL,BIASA,0,16,6168,11,6168,0,0
CLANEKSI TAB,,,,TABLET,ORAL,BIASA,0,16,14097,11,14097,0,0
KORSET LUMBAR,,,,TABLET,ORAL,BIASA,0,27,250000,26,250000,0,0
OPTIMAX FOR G,,,,KAPSUL,ORAL,BIASA,0,16,9546,11,9546,0,0
PARASOL SPF 15 120 ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,48785,11,48785,0,0
PARASOL SPF 30 120ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,84590,11,84590,0,0
BENZOLAC-CL 10GR,,,,BOTOL/DROP,LUAR,BIASA,0,16,32010,11,32010,0,0
FRUIT 18 ADULT,,,,BOX,ORAL,BIASA,0,16,137500,11,137500,0,0
VEGEBLEND ADULT,,,,BOX,ORAL,BIASA,0,16,137500,11,137500,0,0
STIK ONE TOUCH ULTRA,,,,TABLET,ORAL,BIASA,0,16,320000,11,320000,0,0
SOFTAMAN 500ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,99000,11,99000,0,0
XARELTO 10MG,,,,TABLET,ORAL,BIASA,0,16,36827,11,36827,0,0
KONICARE GEL P GATAL 30ML,,,,BOTOL/DROP,LUAR,BIASA,0,15,6534,11,6534,0,0
VOLTAREN SR 75MG,,,,TABLET,ORAL,BIASA,0,16,9135,11,9135,0,0
TENSIVASK 5MG,,,,TABLET,ORAL,BIASA,0,16,5720,11,5720,0,0
DIVENS PLUS SYRUP 100ML,,,,TABLET,ORAL,BIASA,0,16,31350,11,31350,0,0
GEL USG 5L,,,,BOTOL/DROP,LUAR,BIASA,0,16,150000,11,150000,0,0
ANFIX 100MG,,,,TABLET,ORAL,BIASA,0,16,14080,11,14080,0,0
CODIPRONT SYR 60ML,,,,BOTOL/DROP,ORAL,NARKOTIKA,0,25,56265,25,56265,0,0
TISSUE TRAVEL PACK,,,,BOX,LUAR,BIASA,0,17,1700,11,1700,0,0
CONSTANTIA,,31/07/2025,,BOTOL/DROP,ORAL,BIASA,36075,16,0,11,33302,0,2
VOCEFA DRY SYRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,41250,11,41250,0,0
REDOXON EFF ISI 15,,,,BOTOL/DROP,ORAL,BIASA,0,16,37352,11,37352,0,0
SELSUN YELLOW 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,25988,11,25988,0,0
ANFIX DRY SYRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,77000,11,77000,0,0
VALESCO TAB 80MG,,,,TABLET,ORAL,BIASA,0,16,8800,11,8800,0,0
MADECASOL OINT,,,,TABLET,ORAL,BIASA,0,17,132825,11,132825,0,0
DANSERA,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
ENDROLIN INJEKSI,,,,BOTOL/DROP,INJEKSI,BIASA,0,12,1309000,11,1309000,0,0
DILANTIN 100MG,,,,KAPSUL,ORAL,BIASA,0,16,5629,11,5629,0,0
DIKLOVIT TAB,,,,TABLET,ORAL,BIASA,0,16,2886,11,2886,0,0
HOTIN CREAM TUBE AROMATHERAPY 120GRAM,,,,TUBE,LUAR,BIASA,0,16,24530,11,24530,0,0
CATHETER 16,,,,TABLET,LUAR,BIASA,0,16,16800,11,16800,0,0
CATHETER 18,,,,TUBE,LUAR,BIASA,0,16,16800,11,16800,0,0
XEPAZYM,,30/04/2026,SIMETICONE,TABLET,ORAL,BIASA,3552,16,0,11,3330,0,117
INH (ISONIAZIDUM) 100MG,,,,TABLET,ORAL,BIASA,0,16,100,11,116,0,0
DIOVAN 160 SALAH,,,,TABLET,ORAL,BIASA,0,15,6500,10,6500,0,0
TOPCORT,,,,TUBE,LUAR,BIASA,0,16,25300,11,25300,0,0
GESTAMAG TAB,,,,TABLET,ORAL,BIASA,0,16,954,11,954,0,0
ZAMEL SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,41250,11,41250,0,0
VIDORAN GUMMY FRUGIE,,,,TABLET,ORAL,BIASA,0,16,15000,11,15000,0,0
VIDORAN GUMMY KALSIUM,,,,TABLET,ORAL,BIASA,0,16,15000,11,15000,0,0
Q-TEN 100MG,,,,KAPSUL,ORAL,BIASA,0,12,11000,11,11000,0,0
MEDIKLIN GEL 15GRAM,,30/10/2025,,TUBE,LUAR,BIASA,27950,16,0,11,27950,0,6
IMESCO,,,,TABLET,ORAL,BIASA,0,16,6050,11,6050,0,0
RIFAMTIBI 450,,31/08/2026,,TABLET,ORAL,BIASA,5217,16,0,11,4995,0,377
NUZIP 25MG,,,CLOZAPINE 25,TABLET,ORAL,BIASA,0,20,5994,20,5994,0,0
LARUTAN SAVLON 1LITER,,,,BOTOL/DROP,LUAR,BIASA,0,16,350000,11,350000,0,0
NEO-MERCAZOLE,,,,TABLET,ORAL,BIASA,0,16,1650,11,1650,0,0
VIDORAN SMART SIRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,13200,11,13200,0,0
TAFLOTAN 2.5 ML,,,,TUBE,LUAR,BIASA,0,16,358050,11,358050,0,0
DECOLGEN MASUK ANGIN,,,,STRIP,ORAL,BIASA,0,16,1500,11,1500,0,0
VICEE TAB,,,,STRIP,ORAL,BIASA,0,16,1258,11,1258,0,0
ALORA TAB,,,,TABLET,ORAL,BIASA,0,16,2750,11,2750,0,0
ODR SYRUP,,30/06/2026,,BOTOL/DROP,ORAL,BIASA,133200,16,0,11,122100,0,4
TORASIC,,,,TABLET,ORAL,BIASA,0,16,7632,11,7632,0,0
VIRINON,,,,TABLET,ORAL,BIASA,0,16,1089,11,1089,0,0
CLOFRITIS 10MG,,30/06/2025,CLOBAZAM 10 MG,TABLET,ORAL,PSIKOTROPIKA,1665,25,0,25,1665,0,41
HYTRIN,,,,TABLET,ORAL,BIASA,0,16,8499,11,8499,0,0
SULDOX,,,,TABLET,ORAL,BIASA,0,16,2200,11,2200,0,0
VALESCO 160MG,,,,TABLET,ORAL,BIASA,0,10,14300,10,14300,0,0
V FRESH MAXI,,,,TABLET,ORAL,BIASA,0,16,15180,11,15180,0,0
AUSPILIC 500MG,,,,TABLET,ORAL,BIASA,0,16,10050,11,10050,0,0
HANSAPLAST JUNIOR PRINCESS,,,,STRIP,LUAR,BIASA,0,16,4801,11,4801,0,0
MERISLON 6,,,,TABLET,ORAL,BIASA,0,16,4639,11,4639,0,0
STILESCO,,,,TABLET,ORAL,BIASA,0,10,35200,10,35200,0,0
CAVIDA,,,,TABLET,ORAL,BIASA,0,16,2750,11,2750,0,0
GLUDEPATIC 500,,,,TABLET,ORAL,BIASA,0,16,340,11,340,0,0
REPROSTOM,,,,TABLET,ORAL,BIASA,0,16,9240,11,9240,0,0
GALTEN KAPLET,,,,TABLET,ORAL,BIASA,0,16,6600,11,6600,0,0
AQUA MARIS BABY DROPS 15ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,93500,11,93500,0,0
LASIX,,,,TABLET,ORAL,BIASA,0,16,5939,11,5939,0,0
PROZA SYRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,88000,11,88000,0,0
ANCEFA 500MG,,,,KAPSUL,ORAL,BIASA,0,16,11100,11,11100,0,0
S-26 GOLD LBW 100,,,,BOX,ORAL,BIASA,0,12,39671,11,39671,0,0
S-26 GOLD NUTRISURE 400G,,,,BOX,ORAL,BIASA,0,12,127400,11,123481,0,0
BION C,,,,TABLET,ORAL,BIASA,0,16,99000,11,99000,0,0
VIDORAN XMART 3 750GR,,,,TABLET,ORAL,BIASA,0,16,56250,11,56250,0,0
RISPERDAL 30ML,,,,BOTOL/DROP,ORAL,BIASA,0,20,412913,20,412913,0,0
MINOSEP GARGLE 150ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,46800,11,46800,0,0
THROMBOPHOB GEL 20GR,,,,TUBE,LUAR,BIASA,0,16,59385,11,59385,0,0
TEMPRA SYR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,42846,11,42846,0,0
FAMOCID 20,,,,TABLET,ORAL,BIASA,0,16,4385,11,4385,0,0
SEBIVO 600MG,,,,TABLET,ORAL,BIASA,0,12,54306,11,54306,0,0
XANTIA,,30/03/2025,,KAPSUL,ORAL,BIASA,8325,16,0,11,8250,0,69
Q10 PLUS,,,,TABLET,ORAL,BIASA,0,16,16368,11,16368,0,0
VIP ALBUMIN SACHET,,,OPHIOCEPHALUS,STRIP,ORAL,BIASA,77700,16,0,11,73334,0,2
NATABION,,,,TABLET,ORAL,BIASA,0,16,1320,11,1320,0,0
FENSIPROS,,,,TABLET,ORAL,BIASA,0,16,10450,11,10450,0,0
MEDIKLIN TR 15GR,,,,TUBE,LUAR,BIASA,0,16,44330,11,44330,0,0
"WOODS PERMEN (LICORICE,SUGARFREE)",,,,STRIP,ORAL,BIASA,0,15,4200,10,4200,0,0
MARCOTIN DROP,,,,BOTOL/DROP,ORAL,BIASA,0,16,58600,11,58600,0,0
HARNAL OCAS,,30/08/2025,,TABLET,ORAL,BIASA,18159,16,0,11,18159,0,5
THRAMED,,,,TABLET,ORAL,BIASA,0,16,2700,11,2700,0,0
AQUA MARIS SPRAY STRONG,,,,TABLET,ORAL,BIASA,0,16,110000,11,110000,0,0
