"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"KETOSTERIL TAB","_","00/00/0000","_","_","_","_","7,590","16","8,804","11","8,425","0.00","0.00"
"HANSAPLAST ROLL 1.25x4.5M","_","00/00/0000","_","_","_","_","6,251","17","7,314","11","6,939","0.00","0.00"
"THERMO DIGITAL ONE ALFA 1","_","00/00/0000","_","_","_","_","23,410","16","27,156","11","25,985","0.00","0.00"
"MUCIFAT SYR","_","00/00/0000","_","_","_","_","53,280","16","61,805","11","59,141","0.00","0.00"
"ARINIA 5MG","_","00/00/0000","_","_","_","_","16,500","20","19,800","20","19,800","0.00","0.00"
"ARINIA 10MG","_","00/00/0000","_","_","_","_","29,700","20","35,640","20","35,640","0.00","0.00"
"ENSURE 400GR","_","00/00/0000","_","_","_","_","114,769","16","133,132","11","127,394","0.00","0.00"
"KY JELLY 100 GR","_","00/00/0000","_","_","_","_","56,318","16","65,329","11","62,513","0.00","0.00"
"ANTIZA TAB","_","00/00/0000","_","_","_","_","1,045","16","1,212","11","1,160","0.00","0.00"
"TRACETATE 160MG","_","00/00/0000","_","_","_","_","27,750","16","32,190","11","30,803","0.00","78.00"
"CENDO TOBROSON SALEP MATA","_","00/00/0000","_","_","_","_","48,008","16","55,689","11","53,289","0.00","0.00"
"TAXECAP INJEKSI","_","00/00/0000","_","_","_","_","141,747","16","164,427","11","157,339","0.00","0.00"
"INTERLAC CHEW","_","00/00/0000","_","_","_","_","12,238","16","14,196","11","13,584","0.00","0.00"
"FORDICA XR 500","_","00/00/0000","_","_","_","_","2,109","16","2,446","11","2,341","0.00","362.00"
"MADU MURNI WELLERY 250ML","_","00/00/0000","_","_","_","_","69,000","17","80,730","11","76,590","0.00","4.00"
"MADU MURNI WELLERY 120ML","_","00/00/0000","_","_","_","_","37,500","17","43,875","11","41,625","0.00","4.00"
"MADU WELLERY BALITA 120ML","_","00/00/0000","_","_","_","_","37,000","17","43,290","11","41,070","0.00","4.00"
"LANSOMED CAPS 15MG","_","00/00/0000","_","_","_","_","7,700","16","8,932","11","8,547","0.00","0.00"
"BIOLYSIN EMULSION 250ML","_","00/00/0000","_","_","_","_","19,500","15","22,425","11","21,645","0.00","0.00"
"STOPAIN 30GRAM","_","00/00/0000","_","_","_","_","14,000","16","16,240","11","15,540","0.00","0.00"
"NEO KANESOL CREAM 5GR","_","00/00/0000","_","_","_","_","6,000","16","6,960","11","6,660","0.00","0.00"
"FITERGY KAPLET","_","00/00/0000","_","_","_","_","8,800","16","10,208","11","9,768","0.00","0.00"
"OMRON COMPRESSOR NEBULIZER C-803","_","00/00/0000","_","_","_","_","450,000","20","540,000","10","495,000","0.00","0.00"
"TEMPRA SYRUP 30ML","_","00/00/0000","_","_","_","_","21,120","16","24,499","11","23,443","0.00","3.00"
"ELXION 10MG","_","00/00/0000","_","_","_","_","12,821","20","15,385","20","15,385","0.00","131.00"
"NUTRAFOR RADIANCE BEAUTY 30","_","00/00/0000","_","_","_","_","148,500","16","172,260","11","164,835","0.00","0.00"
"KENDARON TAB","_","00/00/0000","_","_","_","_","5,647","16","6,551","11","6,268","0.00","0.00"
"NURSE CAP BLUE ","_","00/00/0000","_","_","_","_","55,000","16","63,800","11","61,050","0.00","0.00"
"BISOLVON BATUK DAN FLU","_","00/00/0000","_","_","_","_","37,400","16","43,384","11","41,514","0.00","0.00"
"DEPRAM 20MG","_","00/00/0000","_","_","_","_","25,530","20","30,636","20","30,636","0.00","8.00"
"GARDASIL INJ","_","00/00/0000","_","_","_","_","1,001,791","16","1,162,078","11","1,111,988","0.00","0.00"
"SEBAMED BABY LOTION 100ML","_","00/00/0000","_","_","_","_","120,001","16","139,201","11","133,201","0.00","0.00"
"FLUNARIZIN 5MG","_","00/00/0000","_","_","_","_","1,388","16","1,610","11","1,541","0.00","0.00"
"NATUR E NOURISHING 4s AMPLOP","_","00/00/0000","_","_","_","_","5,451","17","6,378","11","6,051","0.00","0.00"
"HOTIN KOYO AROMATHERAPY","_","00/00/0000","_","_","_","_","4,840","16","5,614","11","5,372","0.00","0.00"
"FRESH CARE MIX CITRUS","_","00/00/0000","_","_","_","_","12,100","15","13,915","11","13,431","0.00","0.00"
"ULPRAZ 20MG","_","00/00/0000","_","_","_","_","11,211","16","13,005","11","12,444","0.00","56.00"
"REXIDRON 200MG TAB","_","00/00/0000","_","_","_","_","4,400","16","5,104","11","4,884","0.00","0.00"
"BRILINTA TAB 90MG","_","00/00/0000","_","_","_","_","15,559","10","17,115","10","17,115","0.00","0.00"
"HOTIN STRONG 120ML","_","00/00/0000","_","_","_","_","17,160","16","19,906","11","19,048","0.00","0.00"
"HOTIN STRONG TUBE 60GR","_","00/00/0000","_","_","_","_","19,980","16","23,177","11","22,178","0.00","2.00"
"PIL KITA CAIR","_","00/00/0000","_","_","_","_","1,650","16","1,914","11","1,832","0.00","0.00"
"GRATIZIN 10MG","_","00/00/0000","_","_","_","_","6,827","16","7,919","11","7,578","0.00","319.00"
"FIBRINASE","_","00/00/0000","_","_","_","_","16,095","16","18,670","11","17,865","0.00","0.00"
"MIRENA IUD","_","00/00/0000","_","_","_","_","2,720,254","16","3,155,495","11","3,019,482","0.00","0.00"
"DOSIVEC DS","_","00/00/0000","_","_","_","_","46,620","16","54,079","11","51,748","0.00","11.00"
"HEXOS PERMEN","_","00/00/0000","_","_","_","_","1,443","16","1,674","11","1,602","0.00","26.00"
"ERLAQUIN 250MG","_","00/00/0000","_","_","_","_","533","16","618","11","592","0.00","0.00"
"PRELIN 75MG","_","00/00/0000","_","_","_","_","9,911","16","11,497","11","11,001","0.00","143.00"
"NATUR E ENERGIZING HBL 100ML","_","00/00/0000","_","_","_","_","13,442","16","15,593","11","14,921","0.00","0.00"
"NATUR E ENERGIZING HBL 245ML","_","00/00/0000","_","_","_","_","26,969","16","31,284","11","29,936","0.00","0.00"
"TRIMETAZIDIN 35MG","_","00/00/0000","_","_","_","_","2,310","16","2,680","11","2,564","0.00","0.00"
"COUNTERPAIN PATCH HOT","_","00/00/0000","_","_","_","_","21,384","16","24,805","11","23,736","0.00","0.00"
"COUNTERPAIN PATCH","_","00/00/0000","_","_","_","_","20,218","16","23,453","11","22,442","0.00","0.00"
"NATUR E CALMING HBL 100 ML","_","00/00/0000","_","_","_","_","13,442","16","15,593","11","14,921","0.00","0.00"
"NATUR E CALMING HBL 245 ML","_","00/00/0000","_","_","_","_","26,969","16","31,284","11","29,936","0.00","0.00"
"BETASERC 8 MG","_","00/00/0000","_","_","_","_","4,240","16","4,918","11","4,706","0.00","0.00"
"PLETAAL SR 100MG","_","00/00/0000","_","_","_","_","16,266","16","18,869","11","18,055","0.00","0.00"
"GARAMYCIN OINT 15GR","_","00/00/0000","_","_","_","_","76,041","17","88,968","11","84,406","0.00","0.00"
"REDACID KAPLET","_","00/00/0000","_","_","_","_","9,900","16","11,484","11","10,989","0.00","0.00"
"M TELON LANG PLUS TRIPLE ACT 15 ML","_","00/00/0000","_","_","_","_","4,620","16","5,359","11","5,128","0.00","1.00"
"LODOZ 2.5 MG CT","_","00/00/0000","_","_","_","_","6,784","17","7,937","11","7,530","0.00","0.00"
"REBAMIPIDE 100MG","_","00/00/0000","_","_","_","_","2,109","16","2,446","11","2,341","0.00","0.00"
"OB ZIPLONG 12 ML SCT","_","00/00/0000","_","_","_","_","1,135","17","1,328","11","1,260","0.00","0.00"
"FITBOOST STRIP","_","00/00/0000","_","_","_","_","2,992","16","3,471","11","3,321","0.00","0.00"
"GPU SEREH 60ML","_","00/00/0000","_","_","_","_","15,300","16","17,748","11","16,983","0.00","2.00"
"GPU SEREH 30ML","_","00/00/0000","_","_","_","_","8,250","17","9,653","11","9,158","0.00","0.00"
"GPU KRIM SEREH 150GR","_","00/00/0000","_","_","_","_","11,092","17","12,978","11","12,312","0.00","0.00"
"ENERPLUS TAB","_","00/00/0000","_","_","_","_","2,200","17","2,574","11","2,442","0.00","0.00"
"ACETYLCYSTINE 200MG","_","00/00/0000","_","_","_","_","1,166","16","1,353","11","1,294","0.00","0.00"
"TI JOYBEE MD MULTI STRW 100ML","_","00/00/0000","_","_","_","_","11,550","17","13,514","11","12,821","0.00","0.00"
"SEDOT INGUS NOSE FRIDA","_","00/00/0000","_","_","_","_","100,000","16","116,000","11","111,000","0.00","0.00"
"BIOCURPAIN FORCE","_","00/00/0000","_","_","_","_","8,800","17","10,296","11","9,768","0.00","0.00"
"PIROTOP CREAM 10GR","_","00/00/0000","_","_","_","_","65,560","16","76,050","11","72,772","0.00","0.00"
"TEBOKAN FORTE 120MG","_","00/00/0000","_","_","_","_","17,124","16","19,864","11","19,008","0.00","0.00"
"METIFER 500MCG","_","00/00/0000","_","_","_","_","1,943","16","2,254","11","2,157","0.00","0.00"
"OCTENIC WASH GLOVE","_","00/00/0000","_","_","_","_","19,250","17","22,523","11","21,368","0.00","0.00"
"CLIDOREL 75MG","_","00/00/0000","_","_","_","_","14,300","10","15,730","10","15,730","0.00","0.00"
"QUETVELL 100MG","_","00/00/0000","_","_","_","_","16,784","20","20,141","20","20,141","0.00","0.00"
"CALGAE","_","00/00/0000","_","_","_","_","6,105","16","7,082","11","6,777","0.00","0.00"
"SPIRONOLACTONE 25MG","_","00/00/0000","_","_","_","_","489","25","611","11","543","0.00","0.00"
"BICROLID 500MG","_","00/00/0000","_","_","_","_","30,137","16","34,959","11","33,452","0.00","0.00"
"BD-GARD KAPSUL","_","00/00/0000","_","_","_","_","11,000","16","12,760","11","12,210","0.00","0.00"
"EGOJI GUMMY JRK STRW","_","00/00/0000","_","_","_","_","7,770","17","9,091","11","8,625","0.00","3.00"
"KUNYIT ASAM SIRIH SACH","_","00/00/0000","_","_","_","_","1,223","17","1,431","11","1,358","0.00","0.00"
"LAPICEF DROP","_","00/00/0000","_","_","_","_","72,150","16","83,694","11","80,087","0.00","3.00"
"MELOXIN 15MG","_","00/00/0000","_","_","_","_","14,736","16","17,094","11","16,357","0.00","0.00"
"SGM EKSPL 1+ M","_","00/00/0000","_","_","_","_","70,900","17","82,953","11","78,699","0.00","0.00"
"GLANCER 100MG","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","582.00"
"NEBACETIN OINT 5GR","_","00/00/0000","_","_","_","_","24,254","16","28,135","11","26,922","0.00","0.00"
"DURVIKMET 50/500 MG TAB","_","00/00/0000","_","_","_","_","6,875","16","7,975","11","7,631","0.00","0.00"
"KACA PEMBESAR","_","00/00/0000","_","_","_","_","40,000","17","46,800","11","44,400","0.00","0.00"
"OMRON COMPRESSOR NEBULIZER C-28","_","00/00/0000","_","_","_","_","650,000","17","760,500","11","721,500","0.00","0.00"
"MAMY POKO XXL-1","_","00/00/0000","_","_","_","_","2,320","17","2,714","11","2,575","0.00","0.00"
"ERABUTOL PLUS","_","00/00/0000","_","_","_","_","1,832","16","2,125","11","2,034","0.00","0.00"
"EUVAX B INJ","_","00/00/0000","_","_","_","_","87,846","16","101,901","11","97,509","0.00","0.00"
"CODIKAF 20MG","_","00/00/0000","_","_","_","_","2,078","25","2,598","25","2,598","0.00","1,447.00"
"LESICHOL 300MG","_","00/00/0000","_","_","_","_","14,430","16","16,739","11","16,017","0.00","10.00"
"NUTRI-B KAPS","_","00/00/0000","_","_","_","_","8,830","16","10,243","11","9,801","0.00","0.00"
"LANSOMED CAPS 30MG","_","00/00/0000","_","_","_","_","12,100","17","14,157","11","13,431","0.00","0.00"
"ZIPREN 10MG","_","00/00/0000","_","_","_","_","27,750","20","33,300","20","33,300","0.00","0.00"
"MASTIN BOTOL","_","00/00/0000","_","_","_","_","38,500","17","45,045","11","42,735","0.00","0.00"
"XARELTO 20 MG ","_","00/00/0000","_","_","_","_","30,319","16","35,170","11","33,654","0.00","0.00"
"GABEXAL 100MG TAB","_","00/00/0000","_","_","_","_","4,054","17","4,743","11","4,500","0.00","0.00"
"TORAMINE 10MG","_","00/00/0000","_","_","_","_","6,660","16","7,726","11","7,393","0.00","0.00"
"NUTRIBABY ROYAL ALLEPRE 2 400GR","_","00/00/0000","_","_","_","_","122,740","17","143,606","11","136,241","0.00","0.00"
"REFIL SEDOT INGUS NOSE FRIDA","_","00/00/0000","_","_","_","_","3,000","17","3,510","11","3,330","0.00","0.00"
"OBIVIT TAB","_","00/00/0000","_","_","_","_","1,470","17","1,720","11","1,632","0.00","0.00"
"PREGABALIN KAPS 75 MG","_","00/00/0000","_","_","_","_","7,150","16","8,294","11","7,937","0.00","0.00"
"COXIRON 90MG","_","00/00/0000","_","_","_","_","9,879","16","11,460","11","10,966","0.00","65.00"
"CEFACEF 200MG","_","00/00/0000","_","_","_","_","30,470","16","35,345","11","33,822","0.00","33.00"
"CODIKAF 10MG","_","00/00/0000","_","_","_","_","875","25","1,094","25","1,094","0.00","261.00"
"BRINTELLIX 10MG","_","00/00/0000","_","_","_","_","22,993","20","27,592","20","27,592","0.00","0.00"
"TRIOCOL 0.25","_","00/00/0000","_","_","_","_","7,150","16","8,294","11","7,937","0.00","0.00"
"TRIOCOL 0.5","_","00/00/0000","_","_","_","_","11,000","16","12,760","11","12,210","0.00","0.00"
"NATUR E NOURISHING 100IU 4 AMPLOP","_","00/00/0000","_","_","_","_","5,451","17","6,378","11","6,051","0.00","0.00"
"DURVIK 50MG TAB","_","00/00/0000","_","_","_","_","6,875","16","7,975","11","7,631","0.00","0.00"
"FUCOHELIX 100MG","_","00/00/0000","_","_","_","_","15,263","16","17,705","11","16,942","0.00","60.00"
"DOSIVEC KAPS","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","39.00"
"PULMICORT 0.5MG","_","00/00/0000","_","_","_","_","27,432","16","31,821","11","30,450","0.00","0.00"
"TISU BASAH BESAR","_","00/00/0000","_","_","_","_","7,590","17","8,880","11","8,425","0.00","0.00"
"HEPARMIN KAPS","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","100.00"
"SPORETIK 200MG","_","00/00/0000","_","_","_","_","34,965","16","40,559","11","38,811","0.00","0.00"
"PERMEN TEJAHE ALL VAR","_","00/00/0000","_","_","_","_","5,251","17","6,144","11","5,829","0.00","0.00"
"PRAXILENE 200MG","_","00/00/0000","_","_","_","_","6,961","17","8,144","11","7,727","0.00","0.00"
"POLYSILANE SYR 100ML","_","00/00/0000","_","_","_","_","22,866","16","26,525","11","25,381","0.00","3.00"
"RAMIPRIL 10MG","_","00/00/0000","_","_","_","_","1,005","17","1,176","11","1,116","0.00","0.00"
"CODIKAF 15MG","_","00/00/0000","_","_","_","_","1,457","25","1,821","25","1,821","0.00","495.00"
"CYMALIUM 5MG","_","00/00/0000","_","_","_","_","3,885","16","4,507","11","4,312","0.00","120.00"
"CYMALIUM 10MG","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","0.00"
"NATUROKSI","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","0.00"
"ARCERIN MR 35MG","_","00/00/0000","_","_","_","_","2,934","16","3,403","11","3,257","0.00","0.00"
"CYDIPIN 5MG","_","00/00/0000","_","_","_","_","4,662","16","5,408","11","5,175","0.00","340.00"
"CYDIPIN 10MG","_","00/00/0000","_","_","_","_","7,992","16","9,271","11","8,871","0.00","409.00"
"ALBUMINO KAPS","_","00/00/0000","_","_","_","_","6,417","16","7,444","11","7,123","0.00","0.00"
"KONTRABAT SYR 60 ML","_","00/00/0000","_","_","_","_","13,500","17","15,795","11","14,985","0.00","0.00"
"STARMAG STRIP","_","00/00/0000","_","_","_","_","2,600","17","3,042","11","2,886","0.00","0.00"
"ROSUFER 20MG","_","00/00/0000","_","_","_","_","13,690","16","15,880","11","15,196","0.00","0.00"
"FLUNARIZIN 10MG","_","00/00/0000","_","_","_","_","2,220","16","2,575","11","2,464","0.00","0.00"
"VELCOX 7.5MG","_","00/00/0000","_","_","_","_","7,326","16","8,498","11","8,132","0.00","0.00"
"ONGLYZA 5MG","_","00/00/0000","_","_","_","_","16,845","16","19,540","11","18,698","0.00","0.00"
"POLYSILANE SYR 180ML","_","00/00/0000","_","_","_","_","29,700","17","34,749","11","32,967","0.00","0.00"
"PROGINA CARE 150 ML","_","00/00/0000","_","_","_","_","55,000","17","64,350","11","61,050","0.00","0.00"
"MINYAK IKAN SACH 500","_","00/00/0000","_","_","_","_","51,920","17","60,746","11","57,631","0.00","0.00"
"CATAFLAM FAST 50MG 9S","_","00/00/0000","_","_","_","_","9,576","16","11,108","11","10,629","0.00","81.00"
"ERYTHROMYCIN 500 MG TAB","_","00/00/0000","_","_","_","_","1,365","17","1,597","11","1,515","0.00","0.00"
"CURELEPZ 100MG","_","00/00/0000","_","_","_","_","1,320","17","1,544","11","1,465","0.00","0.00"
"LOZAP 25MG","_","00/00/0000","_","_","_","_","4,950","22","6,039","21","5,990","0.00","0.00"
"BONESCO KAPLET","_","00/00/0000","_","_","_","_","4,950","15","5,693","10","5,445","0.00","0.00"
"KENACORT-A CR 10 GR","_","00/00/0000","_","_","_","_","79,640","17","93,179","11","88,400","0.00","0.00"
"GOLDTRION","_","00/00/0000","_","_","_","_","9,990","16","11,588","11","11,089","0.00","0.00"
"ATORVASTATIN 40MG","_","00/00/0000","_","_","_","_","4,400","16","5,104","11","4,884","0.00","0.00"
"PROFIM 200MG","_","00/00/0000","_","_","_","_","29,700","12","33,264","11","32,967","0.00","0.00"
"SILADEX 100ML (ALL VAR)","_","00/00/0000","_","_","_","_","18,648","0","21,632","0","20,699","0.00","1.00"
"SILADEX 60ML (ALL VAR)","_","00/00/0000","_","_","_","_","13,542","0","15,709","0","15,032","0.00","1.00"
"HERBACOLD STRIP","_","00/00/0000","_","_","_","_","6,160","17","7,207","11","6,838","0.00","0.00"
"HERBAKOF SACH ","_","00/00/0000","_","_","_","_","2,475","17","2,896","11","2,747","0.00","0.00"
"STIMUNO ORANGE BERRY SACH","_","00/00/0000","_","_","_","_","1,925","15","2,214","11","2,137","0.00","0.00"
"STIMUNO SYR ORANGE BERRY","_","00/00/0000","_","_","_","_","24,833","16","28,806","11","27,565","0.00","0.00"
"ETORVEL 90MG","_","00/00/0000","_","_","_","_","10,257","16","11,898","11","11,385","0.00","0.00"
"TELSAT 80MG","_","00/00/0000","_","_","_","_","12,488","16","14,486","11","13,862","0.00","0.00"
"TJ JOYBEE GROW EMULSION 200ML","_","00/00/0000","_","_","_","_","19,470","17","22,780","11","21,612","0.00","0.00"
"FITBES FORCE PER AMPLOP","_","00/00/0000","_","_","_","_","14,960","17","17,503","11","16,606","0.00","0.00"
"FITBES FORCE SYRUP 60ML","_","00/00/0000","_","_","_","_","35,750","17","41,828","11","39,683","0.00","0.00"
"NAVITAE","_","00/00/0000","_","_","_","_","151,250","17","176,963","11","167,888","0.00","0.00"
"VITACID 0.025% 15 GR","_","00/00/0000","_","_","_","_","28,100","16","32,596","11","31,191","0.00","0.00"
"NUVINO","_","00/00/0000","_","_","_","_","7,678","17","8,983","11","8,523","0.00","0.00"
"ETORVEL 60MG","_","00/00/0000","_","_","_","_","8,059","16","9,348","11","8,945","0.00","64.00"
"ATARAX 1MG","_","00/00/0000","_","_","_","_","3,560","25","4,450","25","4,450","0.00","505.00"
"THERMO ONE ALPHA 3","_","00/00/0000","_","_","_","_","30,803","17","36,040","11","34,191","0.00","0.00"
"QUETVELL 200MG","_","00/00/0000","_","_","_","_","17,760","20","21,312","20","21,312","0.00","112.00"
"HYDROXYUREA MEDAC 500MG","_","00/00/0000","_","_","_","_","10,159","16","11,784","11","11,276","0.00","0.00"
"DICYNONE","_","00/00/0000","_","_","_","_","13,640","16","15,822","11","15,140","0.00","0.00"
"ULSAFATE 500MG","_","00/00/0000","_","_","_","_","2,200","17","2,574","11","2,442","0.00","0.00"
"HELIXIME 100MG DS","_","00/00/0000","_","_","_","_","11,000","17","12,870","11","12,210","0.00","0.00"
"VITOMED","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","70.00"
"BLESIFEN 50MG","_","00/00/0000","_","_","_","_","15,429","16","17,898","11","17,126","0.00","0.00"
"STARFER KAPSUL","_","00/00/0000","_","_","_","_","11,428","17","13,371","11","12,685","0.00","0.00"
"PYNOCARE KAPSUL","_","00/00/0000","_","_","_","_","10,634","17","12,442","11","11,804","0.00","0.00"
"DACTARIN CR 5GR","_","00/00/0000","_","_","_","_","21,186","17","24,788","11","23,516","0.00","0.00"
"M EKALIPTUS AROMATHERAPY GREENTEA 30ML","_","00/00/0000","_","_","_","_","10,359","17","12,120","11","11,498","0.00","0.00"
"GELIGA STICK 10GR","_","00/00/0000","_","_","_","_","4,400","17","5,148","11","4,884","0.00","0.00"
"M KP LANG PLUS 60ML","_","00/00/0000","_","_","_","_","19,984","17","23,381","11","22,182","0.00","0.00"
"IMBOOST KIDS SYR ANGGUR 60 ML","_","00/00/0000","_","_","_","_","33,220","16","38,535","11","36,874","0.00","0.00"
"IMBOOST KIDS TAB","_","00/00/0000","_","_","_","_","28,820","16","33,431","11","31,990","0.00","0.00"
"BAQUINOR TETES TELINGA","_","00/00/0000","_","_","_","_","35,310","16","40,960","11","39,194","0.00","0.00"
"PERMEN TEJAHE SACH","_","00/00/0000","_","_","_","_","1,400","17","1,638","11","1,554","0.00","0.00"
"VIBRION","_","00/00/0000","_","_","_","_","6,234","16","7,231","11","6,920","0.00","0.00"
"MEDERMA 10GRAM","_","00/00/0000","_","_","_","_","125,985","16","146,143","11","139,843","0.00","0.00"
"FLAMED 75MG","_","00/00/0000","_","_","_","_","9,900","17","11,583","11","10,989","0.00","0.00"
"TOLAK ANGIN CAIR","_","00/00/0000","_","_","_","_","3,752","17","4,352","11","4,165","0.00","46.00"
"SIBITAL 50MG","_","00/00/0000","_","_","_","_","1,865","25","2,331","25","2,331","0.00","590.00"
"PLAMED TAB","_","00/00/0000","_","_","_","_","9,900","17","11,583","11","10,989","0.00","0.00"
"SAKATONIC ABC GUMMY F & V","_","00/00/0000","_","_","_","_","7,920","17","9,266","11","8,791","0.00","0.00"
"CENDO NONCORT DROP","_","00/00/0000","_","_","_","_","41,250","16","47,850","11","45,788","0.00","1.00"
"NANO NANO PERMEN","_","00/00/0000","_","_","_","_","1,364","17","1,596","11","1,514","0.00","0.00"
"SANAFLU PLUS BATUK TAB","_","00/00/0000","_","_","_","_","1,294","17","1,514","11","1,436","0.00","0.00"
"ROSTIN 20MG","_","00/00/0000","_","_","_","_","16,650","16","19,314","11","18,482","0.00","108.00"
"ULCERA SYRUP 100ML","_","00/00/0000","_","_","_","_","55,500","16","64,380","11","61,605","0.00","25.00"
"SUPERBA KRILL OIL","_","00/00/0000","_","_","_","_","6,600","17","7,722","11","7,326","0.00","0.00"
"RYTMONORM 150MG","_","00/00/0000","_","_","_","_","8,079","16","9,372","11","8,968","0.00","0.00"
"XOCE GUMMY","_","00/00/0000","_","_","_","_","4,620","17","5,405","11","5,128","0.00","0.00"
"XONCE GUMMY","_","00/00/0000","_","_","_","_","4,620","17","5,405","11","5,128","0.00","0.00"
"LANTUS XR","_","00/00/0000","_","_","_","_","314,829","16","365,202","11","349,460","0.00","0.00"
"SEROQUEL XR 200MG","_","00/00/0000","_","_","_","_","44,749","16","51,909","11","49,671","0.00","0.00"
"BIOBRAN","_","00/00/0000","_","_","_","_","11,550","16","13,398","11","12,821","0.00","0.00"
"GARAM GARENA 200GR","_","00/00/0000","_","_","_","_","18,000","17","21,060","11","19,980","0.00","8.00"
"SUVESCO 10MG","_","00/00/0000","_","_","_","_","6,938","16","8,048","11","7,701","0.00","103.00"
"BAQUINOR EYE DROP ","_","00/00/0000","_","_","_","_","40,460","16","46,934","11","44,911","0.00","0.00"
"DAONIL 5MG","_","00/00/0000","_","_","_","_","4,172","17","4,881","11","4,631","0.00","0.00"
"ETORVEL 120MG","_","00/00/0000","_","_","_","_","13,920","16","16,147","11","15,451","0.00","0.00"
"BIOFOS SYR 120ML","_","00/00/0000","_","_","_","_","74,925","16","86,913","11","83,167","0.00","0.00"
"PREVENAR INJ","_","00/00/0000","_","_","_","_","753,073","12","843,442","11","835,911","0.00","0.00"
"TRANSPULMIN KIDS 10GR","_","00/00/0000","_","_","_","_","41,690","16","48,360","11","46,276","0.00","0.00"
"TRANSPULMIN KIDS 20GR","_","00/00/0000","_","_","_","_","57,090","16","66,224","11","63,370","0.00","0.00"
"CANDEFAR 8MG","_","00/00/0000","_","_","_","_","7,992","16","9,271","11","8,871","0.00","0.00"
"GPU SEREH 100ML","_","00/00/0000","_","_","_","_","20,350","17","23,810","11","22,589","0.00","0.00"
"TOP ADULT PANTS L10","_","00/00/0000","_","_","_","_","85,800","17","100,386","11","95,238","0.00","0.00"
"TOP ADULT PANTS M10","_","00/00/0000","_","_","_","_","79,200","17","92,664","11","87,912","0.00","0.00"
"TOP ADULT PANTS XL10","_","00/00/0000","_","_","_","_","102,300","17","119,691","11","113,553","0.00","0.00"
"INFANRIX HEXA","_","00/00/0000","_","_","_","_","646,866","16","750,365","11","718,021","0.00","0.00"
"KOMBIGLYZE XR 5/500","_","00/00/0000","_","_","_","_","14,850","16","17,226","11","16,484","0.00","0.00"
"CETAPHIL BABY GENTLE WASH 230ML","_","00/00/0000","_","_","_","_","80,430","17","94,103","11","89,277","0.00","0.00"
"SILICA GEL ","_","00/00/0000","_","_","_","_","129","17","151","11","143","0.00","0.00"
"POLYMEM NON ADHESIVE","_","00/00/0000","_","_","_","_","82,500","16","95,700","11","91,575","0.00","0.00"
"BIOLYSIN SACHET","_","00/00/0000","_","_","_","_","1,850","15","2,128","11","2,054","0.00","0.00"
"BIOLYSIN FRUIT VEGGIE","_","00/00/0000","_","_","_","_","21,000","17","24,570","11","23,310","0.00","0.00"
"MULTI-GYN ACTIGEL","_","00/00/0000","_","_","_","_","177,600","16","206,016","11","197,136","0.00","3.00"
"INBACEF KAP","_","00/00/0000","_","_","_","_","22,000","16","25,520","11","24,420","0.00","0.00"
"MAXMOR DS","_","00/00/0000","_","_","_","_","102,300","17","119,691","11","113,553","0.00","0.00"
"HOMOCLAMIN TAB","_","00/00/0000","_","_","_","_","3,275","17","3,832","11","3,635","0.00","0.00"
"NUTRIFLAM NEO KAPSUL","_","00/00/0000","_","_","_","_","14,430","16","16,739","11","16,017","0.00","54.00"
"GOTIK 5 ML","_","00/00/0000","_","_","_","_","3,300","17","3,861","11","3,663","0.00","0.00"
"LEFOS 500MG","_","00/00/0000","_","_","_","_","45,954","16","53,307","11","51,009","0.00","0.00"
"SINGULAIR 10MG (MONTELUKAST SODIUM)","_","00/00/0000","_","_","_","_","10,568","17","12,365","11","11,730","0.00","0.00"
"CLIAD","_","00/00/0000","_","_","_","_","4,744","25","5,930","25","5,930","0.00","0.00"
"THROMBOPHOB OINT 15 GR","_","00/00/0000","_","_","_","_","43,450","16","50,402","11","48,230","0.00","0.00"
"APROVEL 300MG","_","00/00/0000","_","_","_","_","19,414","12","21,744","11","21,550","0.00","0.00"
"COTEN 100MG","_","00/00/0000","_","_","_","_","19,231","16","22,308","11","21,346","0.00","0.00"
"HEMOGARD KAPS","_","00/00/0000","_","_","_","_","1,553","17","1,817","11","1,724","0.00","0.00"
"MAXIFLON 400MG","_","00/00/0000","_","_","_","_","53,280","16","61,805","11","59,141","0.00","21.00"
"DUREX ISI 12","_","00/00/0000","_","_","_","_","15,190","17","17,772","11","16,861","0.00","0.00"
"RG CHOLINE SYRUP 60ML","_","00/00/0000","_","_","_","_","133,200","16","154,512","11","147,852","0.00","0.00"
"DETTOL LIQ 95ML","_","00/00/0000","_","_","_","_","23,180","17","27,121","11","25,730","0.00","0.00"
"MEDCOTRAM 50MG","_","00/00/0000","_","_","_","_","3,300","17","3,861","11","3,663","0.00","0.00"
